asset_id,maintenance_date,maintenance_type,technician,work_performed,parts_replaced,downtime_hours,cost_aud,notes
MCE-0095,2023-10-02,Oil change,Sarah Williams,Performed scheduled inspection,Oil filter,5.0,11976.36,Completed successfully
MCE-0004,2023-10-02,Vibration sensor calibration,Emma Thompson,Performed scheduled inspection,None,2.3,10153.03,Completed successfully
MCE-0077,2023-10-01,Scheduled inspection,Emma Thompson,Performed vibration sensor calibration,Oil filter,3.4,5850.52,Completed successfully
MCE-0017,2023-09-28,Blade adjustment,Emma Thompson,Performed cooling system service,None,5.7,1327.48,Completed successfully
MCE-0046,2023-09-24,Vibration sensor calibration,Emma Thompson,Performed scheduled inspection,Sensor module,7.4,7727.14,Completed successfully
MCE-0064,2023-09-18,Bearing replacement,Michael O'Donnell,Performed emergency repair,Oil filter,4.6,8363.31,Completed successfully
MCE-0072,2023-09-14,Oil change,James Chen,Performed scheduled inspection,Sensor module,4.7,18640.26,Completed successfully
MCE-0057,2023-09-08,Vibration sensor calibration,Michael O'Donnell,Performed blade adjustment,Sensor module,2.8,18272.45,Completed successfully
MCE-0041,2023-09-07,Inverter firmware update,Michael O'Donnell,Performed scheduled inspection,Blade components,4.9,14853.01,Follow-up required
MCE-0014,2023-09-07,Vibration sensor calibration,Emma Thompson,Performed emergency repair,None,0.8,23894.83,Completed successfully
MCE-0007,2023-09-05,Blade adjustment,Michael O'Donnell,Performed oil change,Bearing kit,1.8,7495.99,Follow-up required
MCE-0040,2023-08-28,Oil change,Michael O'Donnell,Performed bearing replacement,Sensor module,1.9,11406.67,Completed successfully
MCE-0070,2023-08-28,Inverter firmware update,James Chen,Performed vibration sensor calibration,None,8.0,18961.67,Completed successfully
MCE-0031,2023-08-25,Blade adjustment,Sarah Williams,Performed oil change,Blade components,7.9,5566.82,Completed successfully
MCE-0001,2023-08-24,Blade adjustment,David Martinez,Performed cooling system service,Sensor module,4.6,2498.05,Completed successfully
MCE-0052,2023-08-21,Bearing replacement,David Martinez,Performed bearing replacement,Blade components,0.7,7643.61,Completed successfully
MCE-0087,2023-08-18,Cooling system service,Michael O'Donnell,Performed scheduled inspection,Oil filter,7.1,20763.19,Completed successfully
MCE-0038,2023-08-18,Scheduled inspection,Michael O'Donnell,Performed emergency repair,Sensor module,4.1,10025.54,Completed successfully
MCE-0025,2023-08-16,Oil change,Emma Thompson,Performed oil change,Sensor module,4.3,23312.78,Completed successfully
MCE-0058,2023-08-13,Vibration sensor calibration,David Martinez,Performed emergency repair,Blade components,6.9,7104.28,Completed successfully
MCE-0033,2023-08-08,Inverter firmware update,Sarah Williams,Performed scheduled inspection,None,2.5,12141.9,Completed successfully
MCE-0009,2023-08-08,Emergency repair,Emma Thompson,Performed oil change,Blade components,3.7,17208.23,Completed successfully
MCE-0078,2023-08-08,Vibration sensor calibration,Sarah Williams,Performed blade adjustment,Bearing kit,2.0,21749.99,Completed successfully
MCE-0019,2023-08-06,Oil change,James Chen,Performed oil change,Bearing kit,7.0,19161.25,Completed successfully
MCE-0054,2023-08-06,Bearing replacement,James Chen,Performed bearing replacement,Sensor module,1.2,15301.16,Completed successfully
MCE-0062,2023-08-02,Vibration sensor calibration,David Martinez,Performed bearing replacement,Bearing kit,1.9,7526.5,Follow-up required
MCE-0066,2023-07-31,Vibration sensor calibration,Emma Thompson,Performed inverter firmware update,Oil filter,0.6,16491.21,Completed successfully
MCE-0080,2023-07-25,Cooling system service,Emma Thompson,Performed inverter firmware update,None,6.9,3718.65,Completed successfully
MCE-0087,2023-07-25,Vibration sensor calibration,James Chen,Performed blade adjustment,Blade components,3.3,19145.6,Follow-up required
MCE-0095,2023-07-18,Oil change,Sarah Williams,Performed scheduled inspection,Sensor module,2.2,22672.1,Completed successfully
MCE-0043,2023-07-12,Cooling system service,Emma Thompson,Performed oil change,Blade components,7.3,9587.91,Completed successfully
MCE-0066,2023-07-09,Oil change,Emma Thompson,Performed scheduled inspection,Oil filter,4.7,8642.1,Completed successfully
MCE-0040,2023-07-09,Blade adjustment,Michael O'Donnell,Performed inverter firmware update,Blade components,2.0,8667.57,Completed successfully
MCE-0054,2023-07-08,Scheduled inspection,Emma Thompson,Performed scheduled inspection,Blade components,6.5,8752.54,Completed successfully
MCE-0046,2023-07-04,Cooling system service,Sarah Williams,Performed cooling system service,Blade components,7.0,16052.93,Completed successfully
MCE-0088,2023-06-30,Vibration sensor calibration,Michael O'Donnell,Performed bearing replacement,Oil filter,3.3,8105.09,Completed successfully
MCE-0077,2023-06-30,Bearing replacement,James Chen,Performed blade adjustment,None,6.9,17523.28,Completed successfully
MCE-0068,2023-06-28,Cooling system service,Emma Thompson,Performed vibration sensor calibration,Blade components,1.4,12549.59,Completed successfully
MCE-0052,2023-06-26,Inverter firmware update,David Martinez,Performed scheduled inspection,Oil filter,2.5,8951.19,Completed successfully
MCE-0018,2023-06-25,Scheduled inspection,Sarah Williams,Performed cooling system service,Sensor module,1.3,13460.9,Completed successfully
MCE-0011,2023-06-18,Vibration sensor calibration,James Chen,Performed scheduled inspection,Blade components,7.8,1616.26,Completed successfully
MCE-0062,2023-06-17,Oil change,Sarah Williams,Performed blade adjustment,Blade components,7.1,14907.93,Completed successfully
MCE-0063,2023-06-13,Scheduled inspection,Emma Thompson,Performed emergency repair,Sensor module,1.0,15683.72,Completed successfully
MCE-0086,2023-06-12,Vibration sensor calibration,Emma Thompson,Performed oil change,Bearing kit,4.7,13494.4,Completed successfully
MCE-0058,2023-06-10,Emergency repair,James Chen,Performed oil change,Blade components,1.0,5588.49,Follow-up required
MCE-0060,2023-06-07,Bearing replacement,Sarah Williams,Performed bearing replacement,None,6.1,14947.5,Completed successfully
MCE-0015,2023-06-06,Vibration sensor calibration,Michael O'Donnell,Performed blade adjustment,Oil filter,7.6,17280.98,Completed successfully
MCE-0095,2023-06-05,Emergency repair,Michael O'Donnell,Performed cooling system service,Sensor module,2.7,18297.03,Completed successfully
MCE-0064,2023-06-04,Cooling system service,David Martinez,Performed vibration sensor calibration,Sensor module,3.5,19957.6,Completed successfully
MCE-0025,2023-06-04,Emergency repair,Michael O'Donnell,Performed inverter firmware update,None,1.3,19773.16,Completed successfully
MCE-0013,2023-06-02,Scheduled inspection,Sarah Williams,Performed scheduled inspection,Sensor module,1.8,24421.66,Completed successfully
MCE-0012,2023-05-30,Blade adjustment,James Chen,Performed bearing replacement,Blade components,0.9,10222.08,Completed successfully
MCE-0041,2023-05-29,Emergency repair,Emma Thompson,Performed oil change,Blade components,6.6,14926.83,Follow-up required
MCE-0016,2023-05-28,Scheduled inspection,James Chen,Performed scheduled inspection,Oil filter,3.7,14250.93,Completed successfully
MCE-0066,2023-05-26,Blade adjustment,Emma Thompson,Performed scheduled inspection,Oil filter,1.2,8292.23,Completed successfully
MCE-0090,2023-05-18,Vibration sensor calibration,Emma Thompson,Performed bearing replacement,Blade components,7.6,14188.13,Completed successfully
MCE-0070,2023-05-09,Inverter firmware update,David Martinez,Performed cooling system service,Bearing kit,3.9,513.98,Completed successfully
MCE-0046,2023-05-06,Blade adjustment,James Chen,Performed inverter firmware update,Oil filter,4.1,5609.0,Completed successfully
MCE-0043,2023-05-06,Cooling system service,David Martinez,Performed cooling system service,Blade components,1.4,13198.66,Completed successfully
MCE-0058,2023-05-05,Vibration sensor calibration,David Martinez,Performed oil change,Oil filter,7.6,19043.13,Completed successfully
MCE-0005,2023-05-01,Bearing replacement,David Martinez,Performed vibration sensor calibration,Oil filter,5.3,18246.69,Completed successfully
MCE-0070,2023-04-30,Oil change,David Martinez,Performed bearing replacement,Oil filter,7.2,3387.89,Completed successfully
MCE-0099,2023-04-27,Scheduled inspection,Michael O'Donnell,Performed vibration sensor calibration,None,0.6,24252.93,Completed successfully
MCE-0039,2023-04-27,Oil change,Emma Thompson,Performed inverter firmware update,Blade components,5.3,18421.91,Completed successfully
MCE-0048,2023-04-27,Inverter firmware update,James Chen,Performed blade adjustment,Oil filter,2.5,24946.85,Completed successfully
MCE-0090,2023-04-25,Cooling system service,Sarah Williams,Performed emergency repair,Oil filter,0.7,15515.99,Completed successfully
MCE-0091,2023-04-24,Cooling system service,James Chen,Performed blade adjustment,None,1.1,14602.17,Completed successfully
MCE-0014,2023-04-24,Bearing replacement,Sarah Williams,Performed bearing replacement,Oil filter,2.8,23549.62,Completed successfully
MCE-0045,2023-04-24,Blade adjustment,Emma Thompson,Performed vibration sensor calibration,Oil filter,7.4,2432.21,Completed successfully
MCE-0056,2023-04-23,Inverter firmware update,Michael O'Donnell,Performed oil change,None,2.2,22862.2,Completed successfully
MCE-0011,2023-04-21,Bearing replacement,David Martinez,Performed oil change,Oil filter,3.4,2917.42,Completed successfully
MCE-0029,2023-04-21,Emergency repair,David Martinez,Performed emergency repair,Oil filter,6.7,13259.13,Completed successfully
MCE-0080,2023-04-15,Cooling system service,Michael O'Donnell,Performed emergency repair,Sensor module,1.8,10074.96,Completed successfully
MCE-0100,2023-04-08,Cooling system service,James Chen,Performed bearing replacement,Sensor module,7.7,17181.93,Follow-up required
MCE-0066,2023-04-08,Emergency repair,David Martinez,Performed scheduled inspection,None,7.2,17505.02,Completed successfully
MCE-0009,2023-04-05,Emergency repair,Michael O'Donnell,Performed inverter firmware update,None,0.9,12681.89,Completed successfully
MCE-0086,2023-04-01,Cooling system service,David Martinez,Performed oil change,None,5.2,2676.02,Completed successfully
MCE-0001,2023-03-30,Emergency repair,Sarah Williams,Performed inverter firmware update,Sensor module,7.7,8119.3,Follow-up required
MCE-0083,2023-03-29,Bearing replacement,David Martinez,Performed oil change,None,1.4,4271.0,Completed successfully
MCE-0045,2023-03-28,Vibration sensor calibration,David Martinez,Performed blade adjustment,Oil filter,3.1,20062.74,Follow-up required
MCE-0053,2023-03-27,Vibration sensor calibration,Michael O'Donnell,Performed emergency repair,Bearing kit,4.3,3373.07,Completed successfully
MCE-0087,2023-03-27,Oil change,James Chen,Performed cooling system service,Blade components,3.9,12711.12,Completed successfully
MCE-0085,2023-03-25,Bearing replacement,Michael O'Donnell,Performed scheduled inspection,Oil filter,7.5,19480.41,Completed successfully
MCE-0004,2023-03-23,Vibration sensor calibration,Michael O'Donnell,Performed cooling system service,Bearing kit,2.8,7530.02,Completed successfully
MCE-0040,2023-03-23,Bearing replacement,Michael O'Donnell,Performed vibration sensor calibration,None,1.9,7340.8,Completed successfully
MCE-0026,2023-03-20,Scheduled inspection,Sarah Williams,Performed cooling system service,Blade components,3.6,22996.22,Completed successfully
MCE-0054,2023-03-17,Inverter firmware update,Sarah Williams,Performed blade adjustment,None,1.4,2871.14,Completed successfully
MCE-0088,2023-03-17,Emergency repair,Emma Thompson,Performed emergency repair,Blade components,1.9,22950.93,Completed successfully
MCE-0081,2023-03-12,Scheduled inspection,James Chen,Performed oil change,None,4.1,17546.56,Completed successfully
